Rank Overall,Rank PAX,Driver Name,Car Number,Codriver Car Number,Class,Class Position,Car Year,Car Model,Total Time,PAX Factor,PAX Time,Run 1,Run 2,Run 3,Run 4,Run 5,Run 6
1091,995,Cal Craner,73,[173],CS,33,2016,Mazda MX-5,147.562,0.805,118.787,77.555,73.896,72.669,85.617(2),82.782,74.893
1141,1049,Tom Kerns,21,[121],CS,34,2016,Mazda Miata,148.789,0.805,119.775,79.439,76.180,73.925,78.553,75.807,74.864(1)
1146,1054,Larry Pulliam,98,[198],CS,35,2016,Mazda Miata,148.948,0.805,119.903,80.884,75.447,73.719,DNF,77.735,75.229
1151,1064,Devin McCuen,190,[90],CS,36,2016,Mazda MX-5,149.233,0.805,120.133,76.068,72.996,DNF,93.310(1),76.237,DNF
1165,1069,Eric Sweeney,43,[143],CS,37,2017,Subaru BRZ,149.477,0.805,120.329,75.341,74.439,73.940,80.334,78.650,75.537
1183,1096,Anne Robinson,92,[192],CS,38,2016,Mazda MX-5 Miata,150.371,0.805,121.049,75.781,76.198,73.123,82.055,88.411,77.248
1202,1120,Troy Brown,9,,CS,39,2011,Mazda RX8,151.172,0.805,121.693,82.010(2),76.430,75.709,79.502,75.463,86.136(1)
1204,1122,Richard Grav,61,[161],CS,40,2017,Mazda MX-5,151.229,0.805,121.739,83.405,79.921(1),75.961,80.892,78.491,75.268
1219,1147,Jon Simmons,27,[127],CS,41,2016,Mazda Miata,152.069,0.805,122.416,76.069,76.918(1),73.495,81.292(1),79.603(2),78.574(3)
1221,1153,Chris Sparks,67,,CS,42,2005,Mazda RX-8,152.226,0.805,122.542,84.415(2),78.724,76.451,DNF,77.653,75.775
1235,1176,Jim Garton,72,[172],CS,43,2003,Porsche Boxter S,153.081,0.805,123.230,75.201,DNF,113.933(1),DNF,77.880,DNF
1250,1191,Dean Richardson,143,[43],CS,44,2017,Subaru BRZ,153.693,0.805,123.723,78.790,75.794,75.172,DNF,DNF,78.521
1258,1197,Adnan Kaiser,79,,CS,45,2016,Mazda MX-5,154.026,0.805,123.991,81.921,79.448,75.856,109.162,DNF,78.170
1265,1203,Kevin Childers,19,,CS,46,2016,Mazda Miata,154.360,0.805,124.260,DNF,76.353,75.460,83.720,78.900,DNF
1270,1206,Victor Tugulan,22,,CS,47,2017,Mazda MX-5 RF,154.549,0.805,124.412,DNF,79.343,77.765,83.208,79.956,76.784
1276,1213,Jacob Witt,11,,CS,48,2017,Mazda MX-5,154.961,0.805,124.744,82.205,77.659,78.280,90.734,78.886,77.302
1282,1218,Jonathan Crowe,161,[61],CS,49,2017,Mazda MX-5,155.382,0.805,125.083,79.167,77.135,DNF,80.421,78.247(1),79.643
1303,1257,Gardner Nichols,33,,CS,50,2016,Mazda MX-5,158.707,0.805,127.759,85.198,DNF,DNF,79.037(1),75.575,73.509
1336,1315,Bradley Wickersham,49,,CS,51,2017,Subaru BRZ LTD,167.269,0.805,134.652,89.360,83.201,81.633,DNF,89.788,85.636
1347,1345,Robert Hess,37,,CS,52,2010,Mazda MX-5,199.936,0.805,160.948,DNF,103.203,DNF,DNF,117.316,96.733
969,806,Tara Johns,92,,CSL,1,2016,Mazda MX5 Miata,144.533,0.805,116.349,74.569,72.731,80.287(1),73.977,72.242,71.802
979,830,Shari McCoy,71,,CSL,2,2016,Mazda MX-5,144.859,0.805,116.611,74.958,73.029,70.716,DNF,74.143,74.400
986,849,Linda Duncan,165,[65],CSL,3,2016,Mazda MX-5,145.137,0.805,116.835,76.876,75.369(1),71.867,74.376,73.270,73.375
1030,910,Mary Lou Holmes,72,,CSL,4,2003,Porsche Boxster S,146.083,0.805,117.597,DNF,73.172,72.151,DNF,75.450,73.932
1036,920,Marchell Fletcher,93,,CSL,5,2016,Mazda MX5 Miata,146.198,0.805,117.689,80.260(1),DNF,73.071,75.095,74.406,73.127
1047,929,Jennifer McBride,96,[196],CSL,6,2016,Mazda Miata,146.370,0.805,117.828,DNF,73.383,74.183(1),DNF,75.244,72.987
1087,990,Lisa Garfield,65,[165],CSL,7,2016,Mazda MX-5,147.464,0.805,118.709,81.676,73.368,DNF,DNF,76.110(1),74.096
1128,1038,Maria Mayorga,196,[96],CSL,8,2016,Mazda Miata,148.459,0.805,119.509,77.343,73.864,78.948,75.066,75.966,74.595
1244,1185,Shanna Richardson,167,[67],CSL,9,2016,Mazda MX5 Club,153.362,0.805,123.456,78.854,76.295,73.511,DNF,DNF,79.851
1254,1195,Katie Barrett,91,,CSL,10,2017,Mazda Miata,153.852,0.805,123.851,85.931,77.110,DNF,77.515,77.527(1),76.742(1)
1306,1261,Carol Cone,67,[167],CSL,11,2016,Mazda Miata,159.018,0.805,128.009,99.604,DNF,78.213,DNF,88.865(1),80.805
1330,1303,Lin Cox,94,[194],CSL,12,2015,Mazda MX 5,164.520,0.805,132.439,82.126(1),86.075,83.212(1),DNF,83.671,82.394(2)
1340,1319,Michelle Harp,194,[94],CSL,13,2016,Mazda MX5,168.418,0.805,135.576,81.610,79.383,79.470,DNF,DNF,89.035
919,675,Javier Reynoso,195,[95],DS,1,2018,Honda Civic Type R,143.760,0.794,114.145,87.723(4),81.097,80.842,63.187,DNF,62.918
963,705,Dennis Sparks,55,[155],DS,2,2018,Subaru WRX,144.458,0.794,114.700,81.745,85.336,84.530,63.580,63.554,62.713
972,714,Eric Jones,93,,DS,3,2013,Scion FR-S,144.636,0.794,114.841,80.766,83.051,81.641,64.067,63.870,63.982
989,732,Jason Wright,98,,DS,4,2015,Subaru BRZ,145.175,0.794,115.269,81.541,82.655,81.096,64.079,DNF,64.974
1003,748,Kirk Dunlap,44,,DS,5,2013,Subaru BRZ,145.476,0.794,115.508,81.397,84.744,82.536,69.420(2),64.079,65.058
1020,767,Evan LeBlanc,2,,DS,6,2015,Scion FR-S,145.838,0.794,115.795,83.641,81.742,DNF,DNF,64.685,64.096
1039,790,Zachary Baumgardner,95,[195],DS,7,2018,Honda Civic Type R,146.244,0.794,116.118,DNF,82.037,DNF,64.633,65.226,64.207
1043,793,Mark Scroggs,149,[49],DS,8,2016,Chevy Camaro 2.0,146.292,0.794,116.156,83.814,87.904,88.871,62.571,62.478,62.707
1044,794,Eric Niemi,56,,DS,9,2013,Scion FR-S,146.308,0.794,116.169,82.005,83.145,DNF,64.303,64.521,64.691
1052,801,Mike Janssen,11,,DS,10,2017,Honda Civic,146.475,0.794,116.301,82.936,83.099,86.129,63.838,63.539,63.881
1057,814,Yama Takimoto,31,[131],DS,11,2013,Scion FR-S,146.608,0.794,116.407,84.191,82.094,82.222,64.514,66.596(1),65.045
1067,838,Anthony Dvorak,131,[31],DS,12,2013,Scion FR-S,146.983,0.794,116.705,85.173(3),83.986,82.090,66.364(1),65.044,64.893
1078,859,Chris Dvorak,96,,DS,13,2016,Subaru WRX,147.302,0.794,116.958,83.580,85.066,85.481,65.850(1),64.341,63.722
1083,867,Matthew Grainger,3,,DS,14,1997,Acura Integra,147.433,0.794,117.062,86.214(2),81.020,80.848,66.967,66.585,66.648
1085,868,Tim Miller,39,,DS,15,2018,Subaru WRX,147.459,0.794,117.082,83.304,87.494,89.931(3),65.344,64.155,64.827
1093,879,Peter Luu,18,,DS,16,2010,Toyota Scion,147.603,0.794,117.197,104.286,84.328,82.748,64.855,65.556,64.903
1105,895,Brian Killourhy,84,,DS,17,2013,Scion FR-S,147.914,0.794,117.444,83.355,86.804,85.361,65.927,64.559,64.829
1115,912,Gus Jacob,23,,DS,18,2013,Scion FR-S,148.142,0.794,117.625,81.557,81.915,83.858(1),74.666,66.585,67.401
1116,921,Steven Clark,86,,DS,19,2009,Chevy Cobalt SS,148.230,0.794,117.695,DNF,85.914(1),84.461,66.412(1),64.145,63.769
1117,922,Brandon Dan,21,,DS,20,2018,Honda Civic Type R,148.244,0.794,117.706,DNF,86.637,85.207,63.596,63.420,63.037
1136,938,Jimmy Vajdak,91,,DS,21,2018,Chevy Camaro LS,148.703,0.794,118.070,84.829,90.867(1),88.412,64.116,64.165,63.874
1138,941,Jordan Towns,155,[55],DS,22,2018,Subaru WRX,148.719,0.794,118.083,89.735,88.270,85.208,72.187(4),63.511,65.667(1)
1140,943,Joey Jones,88,,DS,23,2015,Scion FR-S,148.759,0.794,118.115,83.886,85.770,84.101(1),65.444,64.873,64.987
1144,946,Jack Burns,94,,DS,24,2017,Honda Civic Type R,148.813,0.794,118.158,86.225,89.769,88.569,65.281(1),63.273,62.588
1145,952,Fabian Castanon,122,[22],DS,25,2016,Subaru WRX,148.914,0.794,118.238,84.537,90.601(2),89.703(1),65.450,66.168(1),64.377
1150,968,Luke McKee,83,,DS,26,2013,Scion FR-S,149.159,0.794,118.432,DNF,DNF,84.147,66.715(1),65.012,65.026
1152,974,Neil Britton,24,[124],DS,27,2017,Chevy Camaro LT,149.240,0.794,118.497,86.743,DNF,DNF,65.250(1),62.848,62.497
1159,976,Tim Heaton,189,[89],DS,28,2016,Subaru WRX,149.324,0.794,118.563,DNF,86.947(1),84.687(1),65.067,67.038(1),64.637
1163,985,Ian Baker,32,[132],DS,29,2018,Chevy Camaro,149.436,0.794,118.652,85.830,89.420(1),88.107,64.351,63.606,72.757(1)
1164,987,Julie Heaton,89,[189],DS,30,2016,Subaru WRX,149.448,0.794,118.662,DNF,88.480(1),85.442,68.037(2),65.985(1),64.006
1175,1020,Kevin Henry,99,[199],DS,31,2017,Chevy Camaro,150.070,0.794,119.156,85.808,91.231,94.547(1),64.986,64.262,64.350
1179,1027,Nicholas Wolfgang,81,,DS,32,2017,Subaru BRZ,150.296,0.794,119.335,83.228,85.609,83.625,68.610,67.857,67.068
1184,1031,Ryan Finch,124,[24],DS,33,2017,Chevy Camaro,150.424,0.794,119.437,88.120,91.232(1),92.490(1),62.975,64.835(1),62.304
1196,1056,Michael Phelps,66,,DS,34,2017,Subaru WRX,151.084,0.794,119.961,87.018,89.759,89.592,66.233,64.578,64.066
1210,1071,Paul Mihalyov,69,,DS,35,2016,Subaru WRX,151.557,0.794,120.336,DNF,87.237,86.130,65.655,66.036,65.427
1212,1080,Ian Farrell,22,[122],DS,36,2016,Subaru WRX,151.735,0.794,120.478,90.245(3),86.719,86.704,65.997,65.031,71.248(3)
1234,1112,Robert Gross,48,,DS,37,2007,Mini Cooper S,153.036,0.794,121.511,88.142,87.831,85.748,68.652,67.879,67.288
1240,1116,John Souder,35,,DS,38,2014,Subaru BRZ,153.165,0.794,121.613,87.622,89.147,86.696,67.132,66.469,66.757
1243,1121,Clyde Caplan,199,[99],DS,39,2017,Chevy Camaro,153.272,0.794,121.698,DNF,92.979(1),89.734,63.809,64.014,63.538
1253,1139,Steven Salisbury,132,[32],DS,40,2018,Chevy Camaro,153.837,0.794,122.147,88.817,95.450(2),92.168,66.965(1),66.774(1),65.020
1269,1157,Yarko Thomas,28,,DS,41,2013,BMW 128i,154.508,0.794,122.679,87.519,85.904,85.918(1),68.604(1),69.399(1),68.842(1)
1298,1219,Jeff Wetzel,97,,DS,42,2017,Chevy Camaro,157.587,0.794,125.124,88.772,92.797(1),DNF,DNF,68.815,69.946
1305,1234,Terry Baker,171,[71],DS,43,2017,Chevy Camaro LT,158.828,0.794,126.109,DNF,94.123,92.578,67.309,66.250,66.978
1320,1256,Curt Luther,49,[149],DS,44,2016,Chevy Camaro,160.820,0.794,127.691,92.826,92.421,94.594(1),71.855,69.182,68.399
1323,1269,Larry Barry,9,,DS,45,2015,Subaru WRX,161.878,0.794,128.531,90.911,DNF,DNF,DNF,73.127(1),70.967
1324,1273,Curtis Staples,71,[171],DS,46,2017,Chevy Camaro,162.307,0.794,128.872,93.718,93.823,93.705,70.482,68.716,68.602
1327,1285,Christopher Sharpe,52,,DS,47,2015,Subaru WRX,164.007,0.794,130.222,DNF,95.399,DNF,68.720,68.608,DNF
1345,1335,Mark Steichen,13,,DS,48,2014,Audi A5,175.280,0.794,139.172,DNF,100.720(1),97.473(2),DNF,77.807(1),DNF
718,445,Stephanie Reynoso,95,,DSL,1,2017,Honda Civic Type R,139.176,0.794,110.506,77.384,75.814,77.722(1),65.031,64.554,63.362
924,687,Evanthe Salisbury,32,,DSL,2,2018,Chevy Camaro,143.934,0.794,114.284,82.477,78.560,85.324,65.374,DNF,66.333
1089,870,Brittany Paris,196,[96],DSL,3,2018,Chevy Camaro LS,147.494,0.794,117.110,DNF,94.803,80.428,DNF,67.066,67.822(1)
1133,935,Roberta Wetzel,97,,DSL,4,2017,Chevy Camaro,148.604,0.794,117.992,85.386,83.026,80.434,69.603,68.170,DNF
1229,1099,Samantha Bray,96,[196],DSL,5,2018,Chevy Camaro LS,152.650,0.794,121.204,DNF,DNF,83.464,69.186,70.940(1),76.679
1241,1117,Jenny Dunlap,44,,DSL,6,2013,Subaru BRZ,153.172,0.794,121.619,DNF,83.665,81.318,73.193,72.236(1),71.854
1293,1209,Dawn Sturgeon,86,,DSL,7,2015,Subaru WRX,156.906,0.794,124.583,DNF,85.378,84.873,DNF,73.581,72.033
,1348,Maria Jarnagin-Steele,13,,DSL,8,2002,Audi TT,No Time,0.794,999.999,DNF,DNF,DNF,DNF,DNF,DNF
299,17,Bartek Borowski,80,[180],ES,1,1999,Mazda Miata,131.886,0.787,103.794,62.588,62.265,66.140(2),71.063,69.672,69.621
349,30,Andrew Canak,179,[79],ES,2,1999,Mazda Miata,133.003,0.787,104.673,63.479,62.782,64.786(1),72.633(1),70.221,74.224(2)
356,35,Charles Mathews,199,[99],ES,3,1999,Mazda Miata,133.106,0.787,104.754,63.671,65.517(1),62.475,72.808(1),70.631,DNF
385,49,Matt Waldbaum,99,[199],ES,4,1999,Mazda Miata,133.674,0.787,105.201,63.514,63.396,63.621,70.713,70.422,70.278
391,52,Brandon Dean,165,[65],ES,5,2000,Toyota MR2,133.819,0.787,105.316,63.782,62.979,62.908,71.159,70.911,71.478
392,53,Michael Ron,180,[80],ES,6,1999,Mazda Miata,133.822,0.787,105.318,63.667,63.044,66.935(2),75.011(1),70.778,73.402(1)
403,67,Paul Brown,198,[98],ES,7,2003,Toyota MR2 Spyder,134.078,0.787,105.519,63.520,62.922,62.852,71.226,71.252,77.764(3)
410,68,Chris Bailey,79,[179],ES,8,1999,Mazdo Miata,134.149,0.787,105.575,66.425(1),64.248,63.801,72.639,70.348,DNF
422,73,Eric Peterson,84,,ES,9,2003,Toyota Spyder,134.313,0.787,105.704,63.970,63.345,63.436,71.633,70.977,70.968
435,80,Ivan Austin,196,[96],ES,10,2004,Toyota MR2,134.534,0.787,105.878,64.407,64.879(1),62.987,72.878(1),71.547,DNF
454,90,Steven Hughes,187,[87],ES,11,1999,Mazda Miata,134.842,0.787,106.121,67.804(1),64.283,63.665,72.090,71.177,74.934(2)
479,108,Alex Kang,186,[86],ES,12,2003,Toyota MR2 Spyder,135.229,0.787,106.425,64.172,64.159,65.656(1),71.533,71.070,DNF
488,121,Leonard Cachola,197,[97],ES,13,2003,Toyota MR2 Spyder,135.381,0.787,106.545,64.922,63.887,67.752(2),72.780,71.494,72.789
518,150,Philip Petrie,134,[34],ES,14,1999,Mazda Miata,135.937,0.787,106.982,DNF,65.967(1),65.149,72.606,70.927,70.788
527,164,Rich Wayne,34,[134],ES,15,1999,Mazda Miata,136.159,0.787,107.157,69.528(2),64.691,68.648(2),73.556,72.119,71.468
529,166,Jesse Shapiro,127,[27],ES,16,2003,Toyota MR2 Spyder,136.209,0.787,107.196,67.299(1),64.050,66.067(1),72.613,72.159,72.651
537,172,Brian Haynes,98,[198],ES,17,2003,Toyota MR2 Spyder,136.314,0.787,107.279,64.340,66.656(1),66.565(1),73.442,74.499(1),71.974
546,175,Dennis Hubbard,94,,ES,18,1999,Mazda Miata,136.404,0.787,107.350,66.440(1),64.203,64.237,73.503,72.201,72.608
551,178,Mark Groseth,161,[61],ES,19,1999,Mazda Miata,136.473,0.787,107.404,68.551(2),64.639,64.210,72.263,73.734(1),74.487(1)
556,182,Bill Luxon,81,,ES,20,1999,Mazda Miata,136.562,0.787,107.474,65.012,64.681,64.581,73.262,72.267,71.981
563,185,Ryan Cirillo,86,[186],ES,21,2003,Toyota MR2,136.631,0.787,107.529,67.100(1),64.732,63.978,74.932(1),72.653,73.300
595,208,Sean Minehart,189,[89],ES,22,2003,Toyota MR2 Spyder,137.050,0.787,107.858,64.431,63.751,64.068,73.487,DNF,73.299
596,210,Wes Jenrich,61,[161],ES,23,1999,Mazda Miata,137.073,0.787,107.876,64.434,67.776(2),64.586,75.548(1),72.639,74.363(1)
597,212,Joe Gerdom,65,[165],ES,24,2000,Toyota MR2 Spyder,137.089,0.787,107.889,66.954(1),64.596,64.103,73.626,74.123,72.986
616,225,Gretchen Austin,96,[196],ES,25,2004,Toyota MR2,137.413,0.787,108.144,65.494,64.625,64.330,74.762(1),73.270,73.083
618,227,Ed Lange,110,[10],ES,26,2001,Toyota MR2,137.458,0.787,108.179,66.341(1),64.819,64.538,73.515,72.920,73.013
619,229,Edward Tsui,97,[197],ES,27,2003,Toyota MR2 Spyder,137.471,0.787,108.190,66.072,64.643,65.479,74.939,72.828,75.957(1)
630,239,Brian Maskrey,93,[193],ES,28,2003,Toyota MR2 Spyder,137.602,0.787,108.293,65.196,65.101,64.751,73.973,74.281(1),72.851
631,240,Christopher Cann,89,[189],ES,29,2003,Toyota MR2,137.605,0.787,108.295,66.856(1),64.783,64.514,74.926,77.360(2),73.091
640,261,Sean Grubb,19,,ES,30,1999,Mazda Miata,137.855,0.787,108.492,65.331,64.989,65.164,74.545,73.118,72.866
642,263,Michael Grosenheider,163,[63],ES,31,2003,Toyota MR2 Spyder,137.857,0.787,108.493,65.240,65.533,65.727,72.617,73.318,73.534
657,287,Zack Barnes,193,[93],ES,32,2003,Toyota MR2 Spyder,138.207,0.787,108.769,65.537,65.364,65.661,73.009,72.843,73.855
658,289,George Schmitt,90,,ES,33,1999,Mazda Miata,138.214,0.787,108.774,66.096,66.110,65.922,73.828,72.706,72.292
697,335,David Robinson,153,[53],ES,34,1999,Mazda Miata,138.804,0.787,109.239,72.337,65.203,65.146,73.658,74.593,74.971
701,340,Mark Hazboun,18,,ES,35,1999,Mazda MX-5 Miata,138.849,0.787,109.274,65.734,68.285(1),66.843,86.093(3),73.981,73.115
716,361,Vernon Head,10,[110],ES,36,2001,Toyota MR2,139.159,0.787,109.518,65.719,65.004,67.614(1),75.393,75.230,74.155
726,366,MIke Monthei,63,[163],ES,37,2003,Toyota MR2 Spyder,139.268,0.787,109.604,67.110,66.193,66.348,74.492,76.237(1),73.075
742,384,Mike Robinson,53,[153],ES,38,1999,Mazda Miata,139.559,0.787,109.833,65.388,65.310,65.337,74.441,75.604(1),74.249
749,399,Seth Confer,27,[127],ES,39,2003,Toyota MR2,139.745,0.787,109.979,71.371(2),66.799,66.338,77.725(1),74.547,73.407
759,417,Chris Bolt,51,,ES,40,2003,Toyota MR2,140.004,0.787,110.183,66.727,65.860,65.471,75.204,74.533,75.193
760,420,Bruce Schlaebitz,52,,ES,41,2003,Toyota MR2 Spyder,140.083,0.787,110.245,66.237,66.814,65.866,75.516,75.773,74.217
761,422,Rob Springer,132,[32],ES,42,2001,Toyota MR2,140.101,0.787,110.259,67.402(1),67.304(1),65.659,81.150,DNF,74.442
772,444,Mike Brau,87,[187],ES,43,1999,Mazda Miata,140.401,0.787,110.496,66.856,72.202,66.965,75.547,73.545,74.134
787,462,Mark Wolfe,195,[95],ES,44,2000,Mazda Miata,140.699,0.787,110.730,68.046(1),67.034,65.458,77.605,75.241,76.439
798,475,Justin Wrighton,72,,ES,45,1999,Mazda Miata,140.873,0.787,110.867,66.807,66.486,85.252(3),76.783,75.112,74.387
805,481,Pax Rolfe,8,[108],ES,46,2000,Mazda Miata,141.072,0.787,111.024,66.432,71.367(2),67.392(1),74.979,75.308,74.640
814,491,Buck Entriken,4,[104],ES,47,2000,Mazda Miata,141.278,0.787,111.186,67.505,65.605,65.704,77.188,81.164(2),75.673
827,513,Edward Choyeske,42,,ES,48,2000,Mazda Miata,141.576,0.787,111.420,68.210,71.145(1),67.143,80.967(1),75.508,74.433
835,521,Chris Peet,91,,ES,49,2001,Mazda Miata LS,141.775,0.787,111.577,66.406,66.286,67.858,75.721,82.132,75.489
844,529,Mason Smith,16,,ES,50,2000,Mazda Miata,141.970,0.787,111.730,68.411(1),66.438,66.447,75.755,77.641(1),75.532
868,554,Ed Prymak,88,[88],ES,51,1999,Mazda Miata,142.485,0.787,112.136,67.695,67.541,66.515,77.645,DNF,75.970
873,558,Warren Barnes,7,,ES,52,2001,Mazda Miata,142.632,0.787,112.251,67.563,67.579,67.521,77.988,75.111,76.421(1)
876,559,Steve Ducharme,68,,ES,53,1997,Mazda Miata,142.651,0.787,112.266,66.641,66.741,66.824,79.120(1),77.590,76.010
985,682,Michael Hill,31,[131],ES,54,2003,Mazda Miata,145.131,0.787,114.218,69.090,68.451,69.896(1),80.017,77.615,76.680
1022,712,Kristen Poole,32,[132],ES,55,2001,Toyota MR2,145.907,0.787,114.829,71.575(1),68.745,69.160,79.540,78.435,77.162
1023,713,Rocky Entriken Jr.,104,[4],ES,56,2000,Mazda MX5,145.915,0.787,114.835,69.839(1),67.955,67.918,DNF,78.897,77.997
1098,803,Bill Bauman,131,[31],ES,57,2003,Mazda Miata,147.784,0.787,116.306,67.675,68.018,68.151,85.920,DNF,80.109
1114,826,Victor Lim,47,,ES,58,2003,Mazda Miata,148.077,0.787,116.537,69.823,70.074,68.975,84.221,81.170(1),79.102
1137,865,Andrew Taylor,17,,ES,59,1995,Mazda MX-5 Miata,148.704,0.787,117.030,71.388,70.945,69.951,80.806,79.858,78.753
1153,899,Fredrick Yost,95,[195],ES,60,2000,Mazda Miata,149.293,0.787,117.494,71.613,69.985,69.220,82.021,80.073,81.338
624,232,Meredith Brown,98,,ESL,1,2003,Toyota MR2 Spyder,137.538,0.787,108.242,66.209,64.421,64.580,74.608,73.694,73.117
753,406,Youmna Zalzal,93,,ESL,2,2003,Toyota MR2 Spyder,139.867,0.787,110.075,73.094,65.913,65.925,76.652,74.897,73.954
1104,812,Inalee Yost,9,,ESL,3,2000,Mazda Miata,147.903,0.787,116.400,75.406,71.583,69.095,83.586,81.035,78.808
1147,882,Julie Tooth,13,,ESL,4,2003,Toyota MR2 Spyder,148.961,0.787,117.232,71.331,70.694,DNF,82.336(1),78.267,78.351
1201,1008,Janet Bauman,31,,ESL,5,2003,Mazda Miata,151.171,0.787,118.972,DNF,70.825,70.479,DNF,80.692,82.118(1)
238,21,Jeff Cashmore,199,[99],FS,1,2011,BMW M3,130.568,0.797,104.063,68.910,68.417,DNS,62.660,62.151,DNS
308,51,Mike Leeder,53,,FS,2,2017,Chevy Camaro,132.073,0.797,105.262,69.980,69.565,69.462,62.611,62.779,70.010(4)
315,58,Jeff Wong,46,,FS,3,2017,Chevy Camaro SS,132.262,0.797,105.413,69.941,71.644(1),70.223,62.390,62.625,62.321
318,65,Sean Greer,78,,FS,4,2013,BMW M3,132.345,0.797,105.479,70.392,69.736,69.823,62.965,64.874(1),62.609
342,78,James Paulson,3,,FS,5,2018,Ford Mustang GT,132.811,0.797,105.850,70.540,71.051,69.789,63.972,63.201,63.022
355,89,Brian Burdette,175,[75],FS,6,2017,Ford Mustang GT,133.087,0.797,106.070,76.655(3),70.358,70.166,63.166,62.921,64.248(1)
372,97,Austin Don,196,[96],FS,7,2011,BMW M3,133.379,0.797,106.303,73.663(1),72.399(1),70.228,68.615(3),63.163,63.151
382,116,Ido Waksman,84,[84],FS,8,2015,Chevy Camero 1L,133.643,0.797,106.513,72.087(1),70.257,71.658(1),64.850(1),63.386,63.877
389,129,Philip Mitchell,93,[193],FS,9,2016,Chevy Camaro SS,133.780,0.797,106.623,71.804(1),70.539,72.509(1),63.764,63.253,63.241
397,137,Justin Eckles,132,[32],FS,10,2015,Ford Mustang GT,133.903,0.797,106.721,70.733,71.048,70.716,63.644,65.304(1),63.187
416,152,Mark Canekeratne,198,[98],FS,11,2011,BMW M3,134.280,0.797,107.021,75.968(3),70.655,72.593(1),64.977(1),63.728,63.625
430,165,Richard Bonham,151,[51],FS,12,2011,BMW M3,134.480,0.797,107.181,71.517,71.201,71.500,63.279,63.422,63.766
463,196,Robert Palmblad,34,[134],FS,13,2017,Chevy Camaro,135.024,0.797,107.614,75.059(1),74.473(1),71.100,65.651,64.550,63.924
482,205,Christopher Jepsen,32,[132],FS,14,2015,Ford Mustang GT/PP,135.266,0.797,107.807,72.421(1),73.311(1),71.838,63.552,63.428,65.004(1)
496,217,Johnny Huang,18,,FS,15,2014,Chevy Camaro 1L,135.490,0.797,107.986,78.954(3),76.598(1),72.007,65.502(1),64.225,63.483
504,221,Benny Colantuono,62,[162],FS,16,2016,Chevy Camaro SS,135.647,0.797,108.111,DNF,71.306,75.821(2),64.705,64.769,64.341
516,243,Lee Piccione,75,[175],FS,17,2017,Ford Mustang GT,135.931,0.797,108.337,71.853,76.394(2),72.284,64.078,DNF,64.276
521,252,Trevor Renson,134,[34],FS,18,2017,Chevy Camaro,136.045,0.797,108.428,72.032,73.237(1),71.826,64.662,66.585(1),64.219
526,262,Jeff Bakken,162,[62],FS,19,2016,Chevy Camaro SS,136.127,0.797,108.493,72.693,80.625(2),73.024,66.034(1),64.424,63.434
561,300,Dan Hawrylkiw,73,,FS,20,2013,Ford Mustang GT,136.585,0.797,108.858,72.018,73.216,71.894,64.779,66.982(1),64.691
573,316,Brian Meyers,85,,FS,21,2018,Ford Mustang GT,136.812,0.797,109.039,72.491,71.786,71.933,74.397(1),65.461,65.026
593,332,Hunter Poole,193,[93],FS,22,2016,Chevy Camaro SS,137.038,0.797,109.219,74.554(1),74.074,72.993,64.615,64.305,64.045
606,349,Denise Cashmore,99,[199],FS,23,2011,BMW M3,137.273,0.797,109.407,73.040,72.073,72.494,72.462(4),65.323,65.200
614,360,Jason Proksch,95,,FS,24,2011,BMW M3,137.410,0.797,109.516,73.110,72.870,73.024,64.540,66.660(1),68.016(2)
623,367,Donald Knop,94,,FS,25,2007,Ford Shelby GT,137.528,0.797,109.610,74.140(1),72.458,72.563,69.248(2),65.070,65.976(1)
627,369,Patrick Burke,182,[82],FS,26,2017,Chevy Camaro,137.555,0.797,109.631,73.235,73.649,72.879,65.327,65.095,64.676
655,411,Dick Rasmussen,50,,FS,27,2018,Ford Mustang,138.155,0.797,110.110,72.553,72.583,72.453,66.716(1),70.659(2),65.702
694,449,John LaRandeau,92,,FS,28,2016,Ford Mustang GT,138.766,0.797,110.597,81.601,73.525,73.916,65.241,65.436,65.373
709,465,Patrick Lamontagne,82,[182],FS,29,2017,Chevy Camaro SS,138.971,0.797,110.760,74.258,75.578(1),74.151,66.295,65.069,64.820
715,476,Romesh Canekeratne,98,[198],FS,30,2011,BMW M3,139.156,0.797,110.907,74.149,74.692,73.621,67.631,65.535,66.893(1)
836,605,Shane Donahue,28,[28],FS,31,2011,BMW M3,141.778,0.797,112.997,76.044,75.045,74.725,67.887,67.843,67.053
885,664,Stephanie Jung,96,[196],FS,32,2011,BMW M3,143.024,0.797,113.990,78.692(1),77.609,75.478,DNF,72.942(3),67.546(1)
898,685,Sera Bonham,51,[151],FS,33,2011,BMW M3,143.376,0.797,114.271,77.018,76.547,75.986,81.778(1),69.091,67.390
1005,782,Michael Teator,42,,FS,34,2016,Ford Mustang,145.507,0.797,115.969,76.154,77.163,75.153,82.611(1),70.354,71.940(1)
1018,795,Ernest Roales,179,[79],FS,35,,Ford Mustang,145.758,0.797,116.169,80.755,77.512,77.001,70.117,68.757,68.991
1064,866,Dave Lehrschall,79,[179],FS,36,2015,Ford Mustang GT,146.849,0.797,117.039,79.325,77.310,78.517,77.531(1),69.539,69.862(1)
